time	row
0	0.5
1	0.5
2	0.5
3	0.5
4	0.5
5	0.5
6	0.5
7	0.5
8	0.5
9	0.5
10	0.5
11	0.5
12	0.5
13	0.5
14	0.5
15	0.5
16	0.5
17	0.5
18	0.5
19	0.5
20	0.5
21	0.5
22	0.5
23	0.5
24	0.5
25	0.5
26	0.5
27	0.5
28	0.5
29	0.5
30	0.5
31	0.533333
32	0.533333
33	0.533333
34	0.533333
35	0.533333
36	0.533333
37	0.566667
38	0.566667
39	0.566667
40	0.6
41	0.6
42	0.6
43	0.6
44	0.6
45	0.633333
46	0.633333
47	0.633333
48	0.633333
49	0.633333
50	0.633333
51	0.633333
52	0.633333
53	0.633333
54	0.633333
55	0.666667
56	0.666667
57	0.666667
58	0.633333
59	0.633333
60	0.633333
61	0.633333
62	0.633333
63	0.633333
64	0.633333
65	0.633333
66	0.633333
67	0.633333
68	0.633333
69	0.633333
70	0.633333
71	0.633333
72	0.633333
73	0.633333
74	0.633333
75	0.633333
76	0.633333
77	0.633333
78	0.633333
79	0.633333
80	0.633333
81	0.633333
82	0.633333
83	0.633333
84	0.633333
85	0.633333
86	0.633333
87	0.633333
88	0.633333
89	0.633333
90	0.633333
91	0.633333
92	0.633333
93	0.633333
94	0.633333
95	0.633333
96	0.633333
97	0.633333
98	0.633333
99	0.633333
100	0.633333
101	0.633333
102	0.633333
103	0.633333
104	0.633333
105	0.633333
106	0.633333
107	0.633333
108	0.633333
109	0.633333
110	0.633333
111	0.633333
112	0.633333
113	0.633333
114	0.666667
115	0.666667
116	0.666667
117	0.666667
118	0.666667
119	0.666667
120	0.666667
121	0.666667
122	0.666667
123	0.666667
124	0.666667
125	0.666667
126	0.666667
127	0.666667
128	0.666667
129	0.666667
130	0.666667
131	0.666667
132	0.666667
133	0.666667
134	0.666667
135	0.666667
136	0.666667
137	0.666667
138	0.666667
139	0.666667
140	0.666667
141	0.666667
142	0.666667
143	0.666667
144	0.666667
145	0.666667
146	0.666667
147	0.666667
148	0.666667
149	0.666667
150	0.666667
151	0.666667
152	0.666667
153	0.666667
154	0.666667
155	0.666667
156	0.666667
157	0.666667
158	0.666667
159	0.666667
160	0.666667
161	0.666667
162	0.666667
163	0.666667
164	0.666667
165	0.666667
166	0.666667
167	0.666667
168	0.666667
169	0.666667
170	0.666667
171	0.666667
172	0.666667
173	0.666667
174	0.666667
175	0.666667
176	0.666667
177	0.666667
178	0.666667
179	0.666667
180	0.666667
181	0.666667
182	0.666667
183	0.666667
184	0.666667
185	0.666667
186	0.666667
187	0.666667
188	0.666667
189	0.666667
190	0.666667
191	0.666667
192	0.666667
193	0.666667
194	0.666667
195	0.633333
196	0.633333
197	0.633333
198	0.633333
199	0.633333
200	0.633333
201	0.633333
202	0.633333
203	0.633333
204	0.666667
205	0.666667
206	0.666667
207	0.666667
208	0.666667
209	0.666667
210	0.666667
211	0.666667
212	0.666667
213	0.666667
214	0.666667
215	0.666667
216	0.666667
217	0.666667
218	0.666667
219	0.666667
220	0.666667
221	0.666667
222	0.666667
223	0.666667
224	0.666667
225	0.666667
226	0.666667
227	0.666667
228	0.666667
229	0.666667
230	0.666667
231	0.666667
232	0.666667
233	0.666667
234	0.666667
235	0.666667
236	0.666667
237	0.666667
238	0.666667
239	0.666667
240	0.666667
241	0.666667
242	0.666667
243	0.666667
244	0.666667
245	0.666667
246	0.666667
247	0.666667
248	0.666667
249	0.666667
250	0.666667
251	0.666667
252	0.666667
253	0.666667
254	0.666667
255	0.666667
256	0.666667
257	0.666667
258	0.666667
259	0.666667
260	0.666667
261	0.666667
262	0.666667
263	0.666667
264	0.666667
265	0.666667
266	0.666667
267	0.666667
268	0.666667
269	0.666667
270	0.666667
271	0.666667
272	0.666667
273	0.666667
274	0.666667
275	0.666667
276	0.666667
277	0.666667
278	0.666667
279	0.666667
280	0.666667
281	0.666667
282	0.666667
283	0.666667
284	0.666667
285	0.666667
286	0.666667
287	0.666667
288	0.666667
289	0.666667
290	0.666667
291	0.666667
292	0.666667
293	0.633333
294	0.633333
295	0.633333
296	0.633333
297	0.633333
298	0.633333
299	0.633333
300	0.633333
301	0.633333
302	0.633333
303	0.633333
304	0.633333
305	0.633333
306	0.633333
307	0.633333
308	0.633333
309	0.633333
310	0.633333
311	0.633333
312	0.633333
313	0.633333
314	0.633333
315	0.633333
316	0.633333
317	0.633333
318	0.633333
319	0.633333
320	0.633333
321	0.633333
322	0.633333
323	0.633333
324	0.633333
325	0.633333
326	0.633333
327	0.633333
328	0.633333
329	0.633333
330	0.633333
331	0.633333
332	0.633333
333	0.633333
334	0.633333
335	0.633333
336	0.633333
337	0.633333
338	0.633333
339	0.633333
340	0.633333
341	0.633333
342	0.633333
343	0.633333
344	0.633333
345	0.633333
346	0.633333
347	0.633333
348	0.633333
349	0.633333
350	0.633333
351	0.633333
352	0.633333
353	0.633333
354	0.633333
355	0.633333
356	0.633333
357	0.633333
358	0.633333
359	0.633333
360	0.633333
361	0.633333
362	0.633333
363	0.633333
364	0.633333
365	0.633333
366	0.633333
367	0.633333
368	0.633333
369	0.633333
370	0.633333
371	0.633333
372	0.633333
373	0.633333
374	0.633333
375	0.633333
376	0.633333
377	0.633333
378	0.633333
379	0.633333
380	0.633333
381	0.633333
382	0.633333
383	0.633333
384	0.633333
385	0.666667
386	0.666667
387	0.666667
388	0.666667
389	0.666667
390	0.666667
391	0.666667
392	0.666667
393	0.666667
394	0.666667
395	0.666667
396	0.666667
397	0.666667
398	0.666667
399	0.666667
400	0.666667
401	0.666667
402	0.666667
403	0.666667
404	0.666667
405	0.666667
406	0.666667
407	0.666667
408	0.666667
409	0.666667
410	0.666667
411	0.666667
412	0.666667
413	0.666667
414	0.666667
415	0.666667
416	0.666667
417	0.666667
418	0.666667
419	0.666667
420	0.666667
421	0.666667
422	0.666667
423	0.666667
424	0.666667
425	0.666667
426	0.666667
427	0.666667
428	0.666667
429	0.633333
430	0.633333
431	0.633333
432	0.633333
433	0.633333
434	0.633333
435	0.633333
436	0.633333
437	0.633333
438	0.633333
439	0.633333
440	0.633333
441	0.633333
442	0.633333
443	0.633333
444	0.633333
445	0.633333
446	0.633333
447	0.633333
448	0.633333
449	0.633333
450	0.633333
451	0.633333
452	0.633333
453	0.633333
454	0.633333
455	0.633333
456	0.633333
457	0.633333
458	0.633333
459	0.633333
460	0.633333
461	0.633333
462	0.633333
463	0.633333
464	0.633333
465	0.633333
466	0.633333
467	0.633333
468	0.633333
469	0.633333
470	0.633333
471	0.633333
472	0.633333
473	0.633333
474	0.633333
475	0.633333
476	0.633333
477	0.633333
478	0.633333
479	0.633333
480	0.633333
481	0.633333
482	0.633333
483	0.633333
484	0.633333
485	0.633333
486	0.633333
487	0.633333
488	0.633333
489	0.633333
490	0.633333
491	0.633333
492	0.633333
493	0.633333
494	0.633333
495	0.633333
496	0.633333
497	0.633333
498	0.633333
499	0.633333
500	0.633333
501	0.633333
502	0.633333
503	0.633333
504	0.633333
505	0.633333
506	0.633333
507	0.633333
508	0.633333
509	0.633333
510	0.633333
511	0.633333
512	0.633333
513	0.633333
514	0.633333
515	0.633333
516	0.666667
517	0.666667
518	0.666667
519	0.666667
520	0.666667
521	0.633333
522	0.633333
523	0.633333
524	0.633333
525	0.633333
526	0.633333
527	0.633333
528	0.633333
529	0.633333
530	0.633333
531	0.633333
532	0.633333
533	0.633333
534	0.633333
535	0.633333
536	0.633333
537	0.633333
538	0.633333
539	0.633333
540	0.633333
541	0.633333
542	0.633333
543	0.633333
544	0.633333
545	0.633333
546	0.633333
547	0.633333
548	0.633333
549	0.633333
550	0.633333
551	0.633333
552	0.633333
553	0.633333
554	0.633333
555	0.633333
556	0.633333
557	0.633333
558	0.633333
559	0.633333
560	0.633333
561	0.633333
562	0.633333
563	0.633333
564	0.633333
565	0.633333
566	0.633333
567	0.633333
568	0.633333
569	0.633333
570	0.633333
571	0.633333
572	0.633333
573	0.633333
574	0.633333
575	0.633333
576	0.633333
577	0.633333
578	0.633333
579	0.633333
580	0.633333
581	0.633333
582	0.633333
583	0.633333
584	0.633333
585	0.633333
586	0.633333
587	0.633333
588	0.633333
589	0.633333
590	0.633333
591	0.633333
592	0.633333
593	0.633333
594	0.633333
595	0.633333
596	0.633333
597	0.633333
598	0.633333
599	0.633333
600	0.633333
601	0.633333
602	0.633333
603	0.633333
604	0.633333
605	0.633333
606	0.633333
607	0.633333
608	0.633333
609	0.633333
610	0.633333
611	0.633333
612	0.633333
613	0.633333
614	0.633333
615	0.633333
616	0.633333
617	0.633333
618	0.633333
619	0.633333
620	0.633333
621	0.633333
622	0.633333
623	0.633333
624	0.633333
625	0.633333
626	0.633333
627	0.633333
628	0.633333
629	0.633333
630	0.633333
631	0.633333
632	0.633333
633	0.633333
634	0.633333
635	0.633333
636	0.633333
637	0.633333
638	0.633333
639	0.633333
640	0.633333
641	0.633333
642	0.633333
643	0.633333
644	0.633333
645	0.633333
646	0.633333
647	0.633333
648	0.633333
649	0.633333
650	0.633333
651	0.633333
652	0.633333
653	0.633333
654	0.633333
655	0.633333
656	0.633333
657	0.633333
658	0.633333
659	0.633333
660	0.633333
661	0.633333
662	0.633333
663	0.633333
664	0.633333
665	0.633333
666	0.633333
667	0.633333
668	0.633333
669	0.633333
670	0.633333
671	0.633333
672	0.666667
673	0.666667
674	0.666667
675	0.666667
676	0.666667
677	0.666667
678	0.666667
679	0.666667
680	0.666667
681	0.666667
682	0.666667
683	0.666667
684	0.666667
685	0.666667
686	0.666667
687	0.666667
688	0.633333
689	0.633333
690	0.633333
691	0.633333
692	0.633333
693	0.633333
694	0.633333
695	0.633333
696	0.633333
697	0.633333
698	0.633333
699	0.633333
700	0.633333
701	0.633333
702	0.633333
703	0.633333
704	0.633333
705	0.633333
706	0.633333
707	0.633333
708	0.633333
709	0.633333
710	0.633333
711	0.633333
712	0.633333
713	0.633333
714	0.633333
715	0.633333
716	0.633333
717	0.633333
718	0.633333
719	0.633333
720	0.633333
721	0.633333
722	0.633333
723	0.633333
724	0.633333
725	0.633333
726	0.633333
727	0.633333
728	0.633333
729	0.633333
730	0.633333
731	0.633333
732	0.633333
733	0.633333
734	0.633333
735	0.633333
736	0.633333
737	0.633333
738	0.633333
739	0.633333
740	0.633333
741	0.633333
742	0.633333
743	0.633333
744	0.633333
745	0.633333
746	0.633333
747	0.633333
748	0.633333
749	0.633333
750	0.633333
751	0.633333
752	0.633333
753	0.633333
754	0.633333
755	0.633333
756	0.633333
757	0.633333
758	0.633333
759	0.633333
760	0.633333
761	0.633333
762	0.633333
763	0.633333
764	0.633333
765	0.633333
766	0.633333
767	0.633333
768	0.633333
769	0.633333
770	0.633333
771	0.633333
772	0.633333
773	0.633333
774	0.633333
775	0.633333
776	0.633333
777	0.633333
778	0.633333
779	0.633333
780	0.633333
781	0.633333
782	0.633333
783	0.633333
784	0.633333
785	0.633333
786	0.633333
787	0.633333
788	0.633333
789	0.633333
790	0.633333
791	0.633333
792	0.633333
793	0.633333
794	0.633333
795	0.633333
796	0.633333
797	0.633333
798	0.633333
799	0.633333
800	0.633333
801	0.633333
802	0.633333
803	0.633333
804	0.633333
805	0.633333
806	0.633333
807	0.633333
808	0.633333
809	0.633333
810	0.633333
811	0.633333
812	0.633333
813	0.633333
814	0.633333
815	0.633333
816	0.633333
817	0.633333
818	0.633333
819	0.633333
820	0.633333
821	0.633333
822	0.633333
823	0.633333
824	0.633333
825	0.633333
826	0.633333
827	0.633333
828	0.633333
829	0.633333
830	0.633333
831	0.633333
832	0.633333
833	0.633333
834	0.633333
835	0.633333
836	0.666667
837	0.666667
838	0.666667
839	0.666667
840	0.666667
841	0.666667
842	0.666667
843	0.666667
844	0.666667
845	0.666667
846	0.666667
847	0.666667
848	0.666667
849	0.666667
850	0.666667
851	0.666667
852	0.666667
853	0.666667
854	0.666667
855	0.666667
856	0.666667
857	0.666667
858	0.666667
859	0.666667
860	0.666667
861	0.666667
862	0.666667
863	0.666667
864	0.666667
865	0.666667
866	0.666667
867	0.666667
868	0.666667
869	0.666667
870	0.666667
871	0.666667
872	0.666667
873	0.666667
874	0.666667
875	0.666667
876	0.666667
877	0.666667
878	0.666667
879	0.666667
880	0.666667
881	0.666667
882	0.666667
883	0.666667
884	0.666667
885	0.666667
886	0.666667
887	0.666667
888	0.666667
889	0.666667
890	0.633333
891	0.633333
892	0.633333
893	0.633333
894	0.633333
895	0.633333
896	0.633333
897	0.666667
898	0.666667
899	0.666667
900	0.666667
901	0.666667
902	0.666667
903	0.666667
904	0.666667
905	0.666667
906	0.666667
907	0.666667
908	0.666667
909	0.666667
910	0.666667
911	0.666667
912	0.666667
913	0.666667
914	0.666667
915	0.666667
916	0.666667
917	0.666667
918	0.666667
919	0.666667
920	0.666667
921	0.666667
922	0.666667
923	0.666667
924	0.666667
925	0.666667
926	0.666667
927	0.666667
928	0.666667
929	0.666667
930	0.666667
931	0.666667
932	0.666667
933	0.666667
934	0.666667
935	0.666667
936	0.666667
937	0.666667
938	0.666667
939	0.666667
940	0.666667
941	0.666667
942	0.666667
943	0.666667
944	0.666667
945	0.666667
946	0.666667
947	0.666667
948	0.666667
949	0.666667
950	0.666667
951	0.666667
952	0.666667
953	0.666667
954	0.666667
955	0.666667
956	0.666667
957	0.666667
958	0.666667
959	0.666667
960	0.666667
961	0.666667
962	0.666667
963	0.666667
964	0.666667
965	0.666667
966	0.666667
967	0.666667
968	0.666667
969	0.666667
970	0.666667
971	0.666667
972	0.666667
973	0.666667
974	0.666667
975	0.666667
976	0.666667
977	0.633333
978	0.633333
979	0.633333
980	0.633333
981	0.633333
982	0.633333
983	0.666667
984	0.666667
985	0.666667
986	0.666667
987	0.666667
988	0.633333
989	0.633333
990	0.633333
991	0.633333
992	0.633333
993	0.633333
994	0.633333
995	0.633333
996	0.633333
997	0.633333
998	0.633333
999	0.633333
1000	0.666667
1001	0.666667
1002	0.666667
1003	0.666667
1004	0.666667
1005	0.666667
1006	0.666667
1007	0.666667
1008	0.666667
1009	0.666667
1010	0.666667
1011	0.666667
1012	0.666667
1013	0.666667
1014	0.666667
1015	0.666667
1016	0.666667
1017	0.666667
1018	0.666667
1019	0.666667
1020	0.666667
1021	0.666667
1022	0.666667
1023	0.666667
1024	0.666667
1025	0.666667
1026	0.666667
1027	0.666667
1028	0.666667
1029	0.666667
1030	0.666667
1031	0.666667
1032	0.666667
1033	0.666667
1034	0.666667
1035	0.666667
1036	0.666667
1037	0.666667
1038	0.666667
1039	0.666667
1040	0.666667
1041	0.666667
1042	0.666667
1043	0.666667
1044	0.666667
1045	0.666667
1046	0.666667
1047	0.666667
1048	0.666667
1049	0.666667
1050	0.666667
1051	0.666667
1052	0.666667
1053	0.666667
1054	0.666667
1055	0.666667
1056	0.666667
1057	0.666667
1058	0.666667
1059	0.666667
1060	0.666667
1061	0.666667
1062	0.666667
1063	0.666667
1064	0.666667
1065	0.666667
1066	0.666667
1067	0.666667
1068	0.666667
1069	0.666667
1070	0.666667
1071	0.666667
1072	0.666667
1073	0.666667
1074	0.666667
1075	0.666667
1076	0.666667
1077	0.666667
1078	0.666667
1079	0.666667
1080	0.666667
1081	0.666667
1082	0.666667
1083	0.666667
1084	0.666667
1085	0.666667
1086	0.666667
1087	0.666667
1088	0.666667
1089	0.666667
1090	0.666667
1091	0.666667
1092	0.666667
1093	0.666667
1094	0.666667
1095	0.666667
1096	0.666667
1097	0.666667
1098	0.666667
1099	0.666667
1100	0.666667
1101	0.666667
1102	0.666667
1103	0.666667
1104	0.666667
1105	0.666667
1106	0.666667
1107	0.666667
1108	0.666667
1109	0.666667
1110	0.666667
1111	0.666667
1112	0.666667
1113	0.666667
1114	0.666667
1115	0.666667
1116	0.666667
1117	0.666667
1118	0.666667
1119	0.666667
1120	0.666667
1121	0.666667
1122	0.666667
1123	0.666667
1124	0.666667
1125	0.666667
1126	0.666667
1127	0.666667
1128	0.666667
1129	0.666667
1130	0.666667
1131	0.666667
1132	0.666667
1133	0.666667
1134	0.666667
1135	0.666667
1136	0.666667
1137	0.666667
1138	0.666667
1139	0.666667
1140	0.666667
1141	0.666667
1142	0.666667
1143	0.666667
1144	0.666667
1145	0.666667
1146	0.666667
1147	0.666667
1148	0.666667
1149	0.666667
1150	0.666667
1151	0.666667
1152	0.666667
1153	0.666667
1154	0.666667
1155	0.666667
1156	0.666667
1157	0.666667
1158	0.666667
1159	0.633333
1160	0.633333
1161	0.633333
1162	0.633333
1163	0.633333
1164	0.633333
1165	0.633333
1166	0.633333
1167	0.633333
1168	0.633333
1169	0.633333
1170	0.633333
1171	0.633333
1172	0.633333
1173	0.633333
1174	0.633333
1175	0.633333
1176	0.633333
1177	0.633333
1178	0.633333
1179	0.633333
1180	0.633333
1181	0.633333
1182	0.633333
1183	0.633333
1184	0.666667
1185	0.666667
1186	0.666667
1187	0.666667
1188	0.666667
1189	0.666667
1190	0.666667
1191	0.666667
1192	0.666667
1193	0.666667
1194	0.666667
1195	0.666667
1196	0.666667
1197	0.666667
1198	0.666667
1199	0.666667
1200	0.666667
1201	0.666667
1202	0.666667
1203	0.666667
1204	0.666667
1205	0.666667
1206	0.666667
1207	0.666667
1208	0.666667
1209	0.633333
1210	0.633333
1211	0.633333
1212	0.633333
1213	0.633333
1214	0.633333
1215	0.633333
1216	0.633333
1217	0.633333
1218	0.633333
1219	0.633333
1220	0.633333
1221	0.633333
1222	0.633333
1223	0.633333
1224	0.633333
1225	0.633333
1226	0.633333
1227	0.633333
1228	0.633333
1229	0.633333
1230	0.633333
1231	0.633333
1232	0.633333
1233	0.633333
1234	0.633333
1235	0.633333
1236	0.633333
1237	0.633333
1238	0.633333
1239	0.633333
1240	0.633333
1241	0.633333
1242	0.633333
1243	0.633333
1244	0.633333
1245	0.633333
1246	0.633333
1247	0.633333
1248	0.633333
1249	0.633333
1250	0.633333
1251	0.633333
1252	0.633333
1253	0.633333
1254	0.633333
1255	0.633333
1256	0.633333
1257	0.633333
1258	0.633333
1259	0.633333
1260	0.633333
1261	0.633333
1262	0.633333
1263	0.633333
1264	0.633333
1265	0.633333
1266	0.633333
1267	0.633333
1268	0.633333
1269	0.633333
1270	0.633333
1271	0.633333
1272	0.633333
1273	0.633333
1274	0.633333
1275	0.633333
1276	0.633333
1277	0.633333
1278	0.633333
1279	0.633333
1280	0.633333
1281	0.633333
1282	0.633333
1283	0.633333
1284	0.633333
1285	0.633333
1286	0.633333
1287	0.633333
1288	0.633333
1289	0.633333
1290	0.633333
1291	0.633333
1292	0.633333
1293	0.633333
1294	0.633333
1295	0.633333
1296	0.633333
1297	0.633333
1298	0.633333
1299	0.633333
1300	0.633333
1301	0.633333
1302	0.633333
1303	0.633333
1304	0.633333
1305	0.633333
1306	0.633333
1307	0.633333
1308	0.633333
1309	0.633333
1310	0.633333
1311	0.633333
1312	0.633333
1313	0.633333
1314	0.633333
1315	0.633333
1316	0.633333
1317	0.633333
1318	0.633333
1319	0.633333
1320	0.633333
1321	0.633333
1322	0.633333
1323	0.633333
1324	0.633333
1325	0.633333
1326	0.633333
1327	0.633333
1328	0.633333
1329	0.633333
1330	0.633333
1331	0.633333
1332	0.633333
1333	0.666667
1334	0.666667
1335	0.666667
1336	0.666667
1337	0.666667
1338	0.666667
1339	0.666667
1340	0.666667
1341	0.666667
1342	0.666667
1343	0.666667
1344	0.666667
1345	0.666667
1346	0.666667
1347	0.666667
1348	0.666667
1349	0.666667
1350	0.666667
1351	0.666667
1352	0.666667
1353	0.666667
1354	0.666667
1355	0.666667
1356	0.666667
1357	0.666667
1358	0.666667
1359	0.666667
1360	0.666667
1361	0.666667
1362	0.666667
1363	0.666667
1364	0.666667
1365	0.666667
1366	0.666667
1367	0.666667
1368	0.666667
1369	0.666667
1370	0.666667
1371	0.666667
1372	0.666667
1373	0.666667
1374	0.666667
1375	0.666667
1376	0.666667
1377	0.666667
1378	0.666667
1379	0.666667
1380	0.666667
1381	0.666667
1382	0.666667
1383	0.666667
1384	0.666667
1385	0.666667
1386	0.666667
1387	0.666667
1388	0.666667
1389	0.666667
1390	0.666667
1391	0.666667
1392	0.666667
1393	0.666667
1394	0.666667
1395	0.666667
1396	0.666667
1397	0.666667
1398	0.666667
1399	0.666667
1400	0.666667
1401	0.666667
1402	0.666667
1403	0.666667
1404	0.666667
1405	0.666667
1406	0.666667
1407	0.666667
1408	0.666667
1409	0.666667
1410	0.666667
1411	0.666667
1412	0.666667
1413	0.666667
1414	0.666667
1415	0.666667
1416	0.666667
1417	0.666667
1418	0.666667
1419	0.633333
1420	0.633333
1421	0.633333
1422	0.633333
1423	0.633333
1424	0.633333
1425	0.633333
1426	0.633333
1427	0.633333
1428	0.633333
1429	0.633333
1430	0.633333
1431	0.633333
1432	0.633333
1433	0.633333
1434	0.633333
1435	0.633333
1436	0.633333
1437	0.633333
1438	0.633333
1439	0.633333
1440	0.633333
1441	0.633333
1442	0.633333
1443	0.633333
1444	0.633333
1445	0.633333
1446	0.633333
1447	0.633333
1448	0.633333
1449	0.633333
1450	0.633333
1451	0.633333
1452	0.633333
1453	0.633333
1454	0.633333
1455	0.633333
1456	0.633333
1457	0.633333
1458	0.633333
1459	0.633333
1460	0.633333
1461	0.633333
1462	0.633333
1463	0.633333
1464	0.633333
1465	0.633333
1466	0.633333
1467	0.633333
1468	0.633333
1469	0.633333
1470	0.633333
1471	0.633333
1472	0.633333
1473	0.633333
1474	0.633333
1475	0.633333
1476	0.633333
1477	0.633333
1478	0.633333
1479	0.633333
1480	0.633333
1481	0.633333
1482	0.633333
1483	0.633333
1484	0.633333
1485	0.633333
1486	0.633333
1487	0.633333
1488	0.633333
1489	0.633333
1490	0.633333
